date,year,quarter,starts_all,starts_private,comp_all,comp_private,hpi_index,hpi_price,hpi_index_rebased,base_rate,transactions_england,transactions_spliced_flag,housing_stock_eng,epc_lodgements,cpih_hist_flag,hpi_real,lrprc,cc_real,lrcc,cc_spliced_flag,lhstarts,lvol,lstock
1993-10-01,1993,4,33020,25660,40000,31670,2699.994721295689,51049.87380855861,26.32793561341556,5.662866666666666,248975.65955639395,1,20098885.589056294,,0,41.17686384585158,3.717876541483692,61.791335077830254,4.123763145536833,1,10.152688638169627,12.425110417883163,16.816174928161733
1994-01-01,1994,1,41660,32590,36200,27950,2714.6361616137074,51326.70534260387,26.47070585475717,5.229166666666667,272431.4935886428,1,20139000.0,,0,41.22819308816605,3.719122320586642,62.49055166930064,4.135015372023332,1,10.391760771831608,12.515142461804535,16.818168791589
1994-04-01,1994,2,47260,36980,36560,29220,2716.4976991715507,51361.90217342293,26.488857905417973,5.125,263907.48200448137,1,20179217.67879199,,0,40.72780702295109,3.7069110783976655,63.34115362773636,4.148535254202234,1,10.518132504941116,12.483353873754847,16.820163804982275
1994-07-01,1994,3,42240,33470,40000,31810,2736.0235427225907,51731.08506160572,26.679256482035452,5.2386333333333335,246906.4174628496,1,20220576.42153004,,0,41.041589554864544,3.7145859319561336,64.31775003256833,4.163835643421932,1,10.418404794205372,12.41676466714959,16.822211278644335
1994-10-01,1994,4,34270,28360,41880,33730,2756.250724621921,52113.52843281648,26.87649388345928,5.758333333333333,254771.98743362376,1,20262766.88022323,,0,41.17607892079008,3.7178574790182806,64.17249248875514,4.16157465297093,1,10.252734980646064,12.448124257207885,16.82429561607928
1995-01-01,1995,1,36000,29220,39520,30990,2701.802275279119,51084.04995047046,26.345561264502273,6.45,239265.43222842464,1,20305000.0,,0,40.076114301820844,3.69078050351943,62.90002342122833,4.141546536062897,1,10.282608685304691,12.385328809757153,16.826377719102535
1995-04-01,1995,2,40770,33040,40260,31880,2730.835887419729,51633.0,26.628671103582263,6.625,219230.43206665787,1,20346056.426657367,,0,39.959657900435666,3.687870392693548,62.165569742939766,4.1298013053744,1,10.405474227634915,12.297878656840552,16.82839766368583
1995-07-01,1995,3,33480,27280,37690,30690,2715.021971313004,51334.0,26.47446792615753,6.625,227578.8592205827,1,20387110.164801266,,0,39.569897937962665,3.6780686761158328,61.80311220062895,4.12395372242914,1,10.213909111957399,12.335252091246106,16.830413404443554
1995-10-01,1995,4,25990,20870,39670,31910,2693.6546732958914,50930.0,26.26611313124251,6.576766666666667,249802.53972204315,1,20427969.251921847,,0,39.06384376075594,3.6651973271802962,61.610795198877845,4.120837101920589,1,9.946068000071246,12.42842604364372,16.832415561555756
1996-01-01,1996,1,32750,26960,36980,29140,2716.7673199134115,51367.0,26.49148700594019,6.122833333333333,253002.87221501875,1,20468000.0,,0,39.146718298556195,3.6673165951317337,61.216243308441676,4.114412567838968,1,10.202109565026243,12.44115612027375,16.83437324890712
1996-04-01,1996,2,37750,31590,35220,28570,2804.8280902067095,53032.0,27.350176940429076,5.866666666666667,260233.47988575115,1,20506704.471289996,,0,39.90452007638722,3.6864896026020295,61.78526588999442,4.12366492001852,1,10.36059589379613,12.469334506597862,16.8362624380203
1996-07-01,1996,3,39200,33100,36780,30300,2856.4480972975553,54008.0,27.853529118243575,5.6875,283830.18979807355,1,20544847.853222087,,0,40.56001163711221,3.702782646193937,62.67070691024149,4.13789414405555,1,10.407288561365155,12.556131415069732,16.83812075473424
1996-10-01,1996,4,35000,29940,40110,33550,2917.85263442099,55169.0,28.45229128877907,5.8614,309475.7250097267,1,20583273.763110913,,0,41.092807315125185,3.7158331016889443,63.37653406803807,4.149093667820166,1,10.30695065797362,12.64263493510581,16.83998935070019
1997-01-01,1997,1,41280,35320,34140,28750,2951.754708750121,55810.0,28.782874020315024,5.9375,306351.955495052,1,20622000.0,,0,41.53026760098124,3.726422501180324,63.20487423272764,4.1463814221144775,1,10.472204654717896,12.632489901339081,16.841869025060024
1997-04-01,1997,2,42050,35360,38410,33090,3088.896797260945,58403.0,30.120161107479994,6.2029,316687.95756566693,1,20660458.85958386,,0,43.06623130703675,3.762739193659561,64.05843375262486,4.159795694188465,1,10.47333651675158,12.665672207066377,16.843732231456748
1997-07-01,1997,3,39100,34340,36810,31660,3213.239662702112,60754.0,31.332641609572104,6.874633333333333,303269.01956880436,1,20699638.79766898,,0,44.587330013431654,3.7974497382512027,64.84623876079235,4.172018910017872,1,10.444066134451466,12.622375543945239,16.845626808695382
1997-10-01,1997,4,35140,31060,40140,34730,3270.148604945709,61830.0,31.887566756424977,7.154166666666666,261876.0109802321,1,20739111.004176497,,0,45.14144803095132,3.809800849540173,65.37842998751529,4.180192387357002,1,10.343676096702678,12.475626430196126,16.84753189601749
1998-01-01,1998,1,39880,35530,34200,28350,3326.8988791347233,62903.0,32.44094471420671,7.25,269693.60148460435,1,20778000.0,,0,45.946517425137664,3.8274780553992565,67.03909777415475,4.205275998060516,1,10.478132689015073,12.505041784280591,16.849405292612612
1998-04-01,1998,2,40040,34770,36250,31320,3449.496395975483,65221.0,33.636406136516165,7.321966666666667,266586.16540530045,1,20815188.892380584,,0,47.127888513785315,3.852864938611965,66.74886501800891,4.200937293660276,1,10.456510225001907,12.493452792676973,16.851193513390147
1998-07-01,1998,3,38610,34240,35030,30580,3510.0547034744777,66366.0,34.22691663200551,7.5,264708.8411773636,1,20852208.068482805,,0,47.910496111459885,3.86933460591259,67.33088491852686,4.209619045475824,1,10.441149830255679,12.486385788403012,16.852970403166925
1998-10-01,1998,4,30870,27270,37170,32260,3507.2439427325608,66312.85582899507,34.19950860514744,6.848299999999999,255561.09652997786,1,20889468.92448682,,0,47.605557279949444,3.8629495040014423,69.09171274704853,4.235434792279532,1,10.213542475839635,12.451216785401932,16.854755710734093
1999-01-01,1999,1,37670,32760,31810,27040,3568.8445754324944,67477.56348603446,34.8001829244999,5.704166666666667,268610.49055157497,1,20927000.0,,0,48.329559596189156,3.8780433733840476,71.27567176774296,4.266555059766498,1,10.396963537967006,12.50101761871803,16.856550749222805
1999-04-01,1999,2,39250,34240,34080,29980,3702.777320910492,70009.88316116497,36.10617536650754,5.205666666666667,297535.9837536366,1,20964215.171656728,,0,49.66047664176112,3.905209378136277,72.38313728536832,4.281973361840736,1,10.441149830255679,12.603290450447238,16.858327502716087
1999-07-01,1999,3,38010,33540,36840,32450,3827.1887363995725,72362.17926417878,37.31932430740567,5.0644,300715.89945239865,1,21001836.25956525,,0,51.39974430263552,3.9396331977918493,74.27906052362346,4.307829088634239,1,10.4204940353772,12.613921242378925,16.86012043279664
1999-10-01,1999,4,33450,29750,38280,33720,3947.5344105075096,74637.6027782173,38.492827771792584,5.4053,292200.0545859226,1,21039145.80040437,,0,52.773702060527796,3.9660129996001707,74.78099435843076,4.314563766577849,1,10.300584410973777,12.585193965108857,16.861895346169533
2000-01-01,2000,1,39030,35210,32590,28320,4109.380123914246,77697.68403715588,40.07100253201398,5.859733333333334,280732.96211587643,1,21075000.0,,0,55.03799901346564,4.00802383783097,75.23406540506848,4.320604125791269,1,10.469085412149099,12.54515918372755,16.863598061852194
2000-04-01,2000,2,38770,34970,34770,30440,4294.703848999619,81201.67339858702,41.878113880492684,6.0,290285.9801284013,1,21108597.299770065,,0,56.998127093016315,4.043018409277456,76.43080670381462,4.336385844004987,1,10.462245830057421,12.578621854421435,16.865190970424468
2000-07-01,2000,3,36100,32830,32280,28490,4280.62245794429,80935.43093864674,41.740804739060685,6.0,277719.4432899549,1,21141026.68302485,,0,56.81124274773018,4.039734241839895,75.491083670571,4.32401455220244,1,10.399098010495639,12.534366686292087,16.866726103122296
2000-10-01,2000,4,28710,25460,35450,31090,4317.255542993873,81628.06724428438,42.09801784651571,6.0,296721.35366451554,1,21173614.090521082,,0,56.935766021228815,4.041923720483623,76.46714906338099,4.336861224595505,1,10.144863872111397,12.600548774247011,16.86826634608988
2001-01-01,2001,1,36910,33020,30750,26630,4441.450663621439,83976.2737743451,43.30905767322093,5.854166666666667,304776.7998214758,1,21207000.0,,0,58.75908898925576,4.073445847258596,79.51948680162182,4.3760021086255545,1,10.40486871747412,12.62733498382638,16.8698418738212
2001-04-01,2001,2,39450,35720,31400,28020,4635.107265559362,87637.81615187277,45.197423789910125,5.3703,326894.31299302576,1,21241193.431946933,,0,60.44626483004142,4.101754785739705,80.74477177721596,4.391293214213675,1,10.483466034990435,12.697392195782223,16.871452940704298
2001-07-01,2001,3,38360,35390,32320,29210,4815.511763975224,91048.79573860565,46.956567236081035,5.049633333333333,335303.9905295913,1,21277241.579091065,,0,62.79891331539639,4.139937769429477,81.66815544429974,4.402664151640655,1,10.474184573339508,12.722792833754186,16.873148588992954
2001-10-01,2001,4,32050,29190,35030,30980,4894.010364894732,92533.0,47.72201544027613,4.2154,315663.0344961462,1,21314908.435710352,,0,63.68065650221011,4.153880850876989,83.73864889234855,4.427700625905646,1,10.28158146384816,12.662430577085901,16.874917312404467
2002-01-01,2002,1,39140,35070,31110,27490,5043.317004256884,95356.0,49.17792035622936,4.0,376864.41683071473,1,21353516.0,,0,65.56509626159956,4.183043485168073,84.27788848304245,4.434119535027486,1,10.465101343134224,12.839640764691426,16.876726967920764
2002-04-01,2002,2,38600,34840,34060,30820,5474.100772448422,103501.0,53.37853868440471,4.0,364446.92259002733,1,21391962.961550727,,0,70.4763518567531,4.25527721889145,88.72882527267187,4.4855848114118295,1,10.458521430966439,12.806136202790698,16.878525846906445
2002-07-01,2002,3,40460,36650,32750,29640,5861.726829793514,110830.0,57.158321585226936,4.0,350294.0008411873,1,21431479.482531637,,0,75.40047281235027,4.322813545715076,88.04359043213042,4.477832037654629,1,10.509168707314798,12.766528083264415,16.88037140298237
2002-10-01,2002,4,32500,29410,38880,35370,6131.99141609907,115940.0,59.793700303087704,4.0,359837.8312963161,1,21472095.95900087,,0,78.49722209373626,4.363063236821277,88.62687174503623,4.484435104460427,1,10.28909003154804,12.793408740319478,16.882264787773032
2003-01-01,2003,1,41510,37790,32050,28630,6343.441505445615,119937.97091927993,61.85557260745104,3.845833333333333,310775.25396141986,1,21513391.0,,0,81.23960329649792,4.397402853594623,89.27021379783439,4.49166788014566,1,10.539799796343535,12.646825273847,16.8841861364246
2003-04-01,2003,2,42480,37580,35450,32370,6631.3669359855585,125381.89152379334,64.66316409529026,3.75,313392.6869795983,1,21554457.820596486,,0,84.22636843024183,4.433508036477245,90.13252800080026,4.501281120558419,1,10.534227272967456,12.65521227416977,16.886093212546
2003-07-01,2003,3,40730,36540,34170,30920,6862.9652346785715,129760.81264882484,66.92150373131744,3.5253666666666668,373863.1480813214,1,21596683.59328619,,0,87.13011320226542,4.467402555476432,91.19210807728324,4.512968359095667,1,10.506162829931998,12.831645095212659,16.888050323518467
