feature,mean_importance,std_importance
log_starts_lag1,0.5143313508430456,0.04191662732962377
log_starts_lag4,0.2531990519538301,0.02659488507778293
log_cc_lag1,0.09006199108905627,0.032784670074611146
log_vol_lag1,0.08098861833704439,0.03556899305533446
rate_lag1,0.02916179201293431,0.005740343562879765
rate_lag4,0.020133600741397303,0.0023972873818732757
log_hprice_lag1,0.012123595022692191,0.0018238749031307489
